id,dataset,weight,height,sex
ID0842,training,67.4,172.1,1
ID0843,training,60.9,126.7,0
ID0844,training,67,156.5,1
ID0845,training,66.4,156.4,0
ID0846,training,63.7,133.5,0
ID0847,training,67.3,175,1
ID0848,training,67.3,161.6,0
ID0849,training,61.7,129.4,0
ID0850,training,68.5,186.7,1
ID0851,training,59.2,131.2,0
ID0852,training,62.7,142.8,0
ID0853,training,68,167.1,0
ID0854,training,61.2,128.3,0
ID0855,training,63.1,136.2,0
ID0856,training,64.6,144.3,0
ID0857,training,62.1,146.5,0
ID0858,training,66.3,156.9,0
ID0859,training,66.1,143.4,0
ID0860,training,67.1,182,1
ID0861,training,68.8,174.6,0
ID0862,training,62,125.3,0
ID0863,training,69.3,175,1
ID0864,training,63.3,144.1,0
ID0865,training,66.4,153,0
ID0866,training,65.3,160.5,0
ID0867,training,63.8,145,0
ID0868,training,65.2,149,0
ID0869,training,68.4,189.5,1
ID0870,training,64.2,137.6,0
ID0871,training,61.6,132.2,0
ID0872,training,67.5,158.1,1
ID0873,training,68.1,166.6,0
ID0874,training,67.1,182.6,1
ID0875,training,67.2,156.2,0
ID0876,training,65.8,156.8,1
ID0877,training,65.9,186,1
ID0878,training,65.3,143.9,0
ID0879,training,64.7,162,1
ID0880,training,61.3,132.3,0
ID0881,training,63.9,128.5,0
ID0882,training,65.7,164.2,1
ID0883,training,64.2,129.6,0
ID0884,training,60.4,130.8,0
ID0885,training,65.3,155.2,0
ID0886,training,66,151.6,0
ID0887,training,66.1,165.4,1
ID0888,training,63,162.7,1
ID0889,training,63.6,126.5,0
ID0890,training,64.2,144.1,0
ID0891,training,64.7,147.2,0
ID0892,training,64.2,133.6,0
ID0893,training,64.1,146.9,0
ID0894,training,69.1,186.8,0
ID0895,training,64.1,155.3,1
ID0896,training,66.9,160.4,1
ID0897,training,67.2,177.3,1
ID0898,training,65.1,130.2,0
ID0899,training,63.2,142,0
ID0900,training,68.4,170,1
ID0901,training,60.6,126.8,0
ID0902,training,65.7,140.9,0
ID0903,training,66.1,162.9,0
ID0904,training,63.8,169.1,1
ID0905,training,67.1,176.9,1
ID0906,training,70.1,186.1,1
ID0907,training,64.4,139.3,0
ID0908,training,63.9,125.2,0
ID0909,training,73.5,188.9,1
ID0910,training,69.6,186.2,0
ID0911,training,67.3,167.1,1
ID0912,training,63.6,134.7,0
ID0913,training,64,136.8,0
ID0914,training,62.6,125.9,0
ID0915,training,68.1,186.9,1
ID0916,training,68,169.8,1
ID0917,training,67.3,171.5,1
ID0918,training,65.8,146.9,0
ID0919,training,65.8,165.6,1
ID0920,training,65.1,163.4,0
ID0921,training,68.3,179.3,1
ID0922,training,63,136.8,0
ID0923,training,67.1,175.8,1
ID0924,training,67.7,170.3,1
ID0925,training,68.5,179.9,1
ID0926,training,64.2,145,0
ID0927,training,65.6,162.6,0
ID0928,training,67,174.8,1
ID0929,training,70.1,167.3,1
ID0930,training,64.1,131.8,0
ID0931,training,67.4,165.4,0
ID0932,training,66.2,149.4,0
ID0933,training,70.3,181.8,1
ID0934,training,67.8,153,1
ID0935,training,65.1,132.4,0
ID0936,training,72.6,189.1,1
ID0937,training,67.4,188.4,1
ID0938,training,63.1,128.4,0
ID0939,training,69.4,183.9,1
ID0940,training,63.7,133,0
ID0941,training,67.9,169.3,1
ID0942,training,63.4,139.3,0
ID0943,training,67.3,151,0
ID0944,training,70.4,163.2,0
ID0945,training,65.1,141.8,0
ID0946,training,69.5,189.6,1
ID0947,training,64.5,164.5,1
ID0948,training,64.8,147.2,0
ID0949,training,66.5,164.2,0
ID0950,training,65.4,134.6,0
ID0951,training,67.9,168.7,1
ID0952,training,66.2,160.8,0
ID0953,training,61.2,130.5,0
ID0954,training,61.4,125.8,0
ID0955,training,66.2,167.7,0
ID0956,training,70.9,176,0
ID0957,training,62.2,127.2,0
ID0958,training,64.4,129.3,0
ID0959,training,67,183.2,1
ID0960,training,65.5,148.6,0
ID0961,training,64.3,134.1,0
ID0962,training,68.1,151,0
ID0963,training,68,173.9,1
ID0964,training,67,150.8,0
ID0965,training,69.7,181.2,1
ID0966,training,68.3,176.2,1
ID0967,training,61.2,135,0
ID0968,training,63.5,133.6,0
ID0969,training,69.4,178.4,1
ID0970,training,64.1,136.9,0
ID0971,training,64.9,129.2,0
ID0972,training,63.3,156,0
ID0973,training,66.6,158.7,0
ID0974,training,68.3,187.1,1
ID0975,training,68.1,163.7,1
ID0976,training,61.3,137.1,0
ID0977,training,69.9,171.9,1
ID0978,training,63.4,136.2,0
ID0979,training,67.1,165.4,1
ID0980,training,62.7,150,1
ID0981,training,62.2,147.9,1
ID0982,training,67.8,154,0
ID0983,training,66.8,165.1,1
ID0984,training,62.6,143.8,0
ID0985,training,67.5,164.5,0
ID0986,training,65.7,138.1,0
ID0987,training,66.2,150.9,0
ID0988,training,65.6,167,0
ID0989,training,67,159.8,1
ID0990,training,62.2,152.8,1
ID0991,training,60.6,135.1,0
ID0992,training,65.2,159,1
ID0993,training,69.9,178,0
ID0994,training,67.3,155.6,0
ID0995,training,62,143.2,0
ID0996,training,66.2,141.3,0
ID0997,training,71,186.2,1
ID0998,training,62.8,141.7,0
ID0999,training,67.8,184.7,1
ID1000,training,65.1,165.9,1
ID1001,training,69.4,178.6,1
ID1002,training,67.9,164.4,0
ID1003,training,66.9,177.6,1
ID1004,training,66.8,152.1,0
ID1005,training,69.1,176,1
ID1006,training,67.2,186.4,1
ID1007,training,67.8,187.2,1
ID1008,training,66.3,139.1,0
ID1009,training,64.3,151.4,0
ID1010,training,67.4,182.7,1
ID1011,training,62.5,138.4,0
ID1012,training,63.4,144,0
ID1013,training,62.7,152.8,1
ID1014,training,64.4,133.2,0
ID1015,training,68.1,181.3,1
ID1016,training,66.3,153.9,0
ID1017,training,62.4,152.8,1
ID1018,training,65.5,166.7,1
ID1019,training,69.4,181.6,0
ID1020,training,60.9,129,0
ID1021,training,65.3,164,0
ID1022,training,66.5,161.1,0
ID1023,training,70.3,174,0
ID1024,training,63.8,157.5,1
ID1025,training,64.3,148.1,0
ID1026,training,70.6,188.4,1
ID1027,training,63.6,139.2,0
ID1028,training,66.2,140.5,0
ID1029,training,68.1,177.9,1
ID1030,training,57.8,126.1,0
ID1031,training,64.9,149.6,0
ID1032,training,64.3,137.8,0
ID1033,training,64.8,146.1,0
ID1034,training,66.3,161.8,0
ID1035,training,68.2,145.5,0
ID1036,training,67.7,172.4,0
ID1037,training,64.8,125.5,0
ID1038,training,67.2,162.8,1
ID1039,training,66.4,152.7,0
ID1040,training,62.6,136.2,0
ID1041,training,67.5,182.3,1
ID1042,training,69.7,184.6,1
ID1043,training,64.8,139.2,0
ID1044,training,65.6,155.9,0
ID1045,training,61.3,132.5,0
ID1046,training,67.3,151.2,0
ID1047,training,69,176.7,1
ID1048,training,66.4,159.4,0
ID1049,training,66.4,155.2,1
ID1050,training,66.8,127.1,0
ID1051,training,65.2,135.6,0
ID1052,training,64.7,149.1,0
ID1053,training,67.8,153.3,0
ID1054,training,68.9,178.3,0
ID1055,training,66.4,160.5,0
ID1056,training,69.9,185.9,1
ID1057,training,72.2,181.2,1
ID1058,training,65.4,160.7,1
ID1059,training,62.4,138.6,0
ID1060,training,69.3,166.6,0
ID1061,training,62.7,128.1,0
ID1062,training,62.7,129.8,0
ID1063,training,67.2,168.7,1
ID1064,training,68,175.4,1
ID1065,training,68.9,177.1,1
ID1066,training,67.4,181.1,1
ID1067,training,66.1,166.5,1
ID1068,training,62.8,144.9,0
ID1069,training,64.5,148.8,1
ID1070,training,69.2,187.5,1
ID1071,training,62.8,126,0
ID1072,training,62.3,128.7,0
ID1073,training,62.8,134.1,0
ID1074,training,63.3,141.7,0
ID1075,training,67.1,175.7,1
ID1076,training,61.9,127,0
ID1077,training,69.1,166.5,0
ID1078,training,61.8,125.2,0
ID1079,training,64,140.8,0
ID1080,training,64.7,147.3,0
ID1081,training,66.7,155.9,1
ID1082,training,66.9,172.3,1
ID1083,training,63.5,129.1,0
ID1084,training,66.2,163.6,1
ID1085,training,64.5,149.4,0
ID1086,training,69.3,179.6,1
ID1087,training,63.1,145.3,0
ID1088,training,68.2,179.3,1
ID1089,training,66.1,169.6,1
ID1090,training,64.1,161,1
ID1091,training,63.9,146.7,0
ID1092,training,64.7,143.8,0
ID1093,training,65.2,148.4,0
ID1094,training,68.2,172,0
ID1095,training,65.1,141,0
ID1096,training,64.7,141.3,0
ID1097,training,71.2,185.1,1
ID1098,training,64.2,130.1,0
ID1099,training,67.5,139.9,0
ID1100,training,64.5,139,0
ID1101,training,62.8,146,0
ID1102,training,64.3,140.3,0
ID1103,training,69.4,169.5,1
ID1104,training,62.2,129.3,0
ID1105,training,65,125.1,0
ID1106,training,64.8,137.3,0
ID1107,training,66.4,149.5,0
ID1108,training,63,138.9,0
ID1109,training,67.4,154.3,0
ID1110,training,65.4,143,0
ID1111,training,67.6,156.2,1
ID1112,training,67.1,182,1
ID1113,training,62.2,127.6,0
ID1114,training,64.6,130.7,0
ID1115,training,68.4,179.2,1
ID1116,training,65.7,144.2,0
ID1117,training,65.5,168.3,1
ID1118,training,64.4,166.7,1
ID1119,training,66.1,156.2,0
ID1120,training,66.1,170.9,1
ID1121,training,66.3,161,0
ID1122,training,68.9,182.3,1
ID1123,training,63.3,137.1,0
ID1124,training,65.1,156.2,0
ID1125,training,60.8,127.5,0
ID1126,training,65.5,164.4,0
ID1127,training,70.1,165.8,0
ID1128,training,64.1,148.6,0
ID1129,training,71.4,184.3,1
ID1130,training,61,138.4,0
ID1131,training,65.1,141.2,0
ID1132,training,69.5,188.9,1
ID1133,training,63.4,128.6,0
ID1134,training,66.6,155.9,0
ID1135,training,63.8,140.9,0
ID1136,training,64.6,157.6,1
ID1137,training,66.2,171.6,1
ID1138,training,67.1,164.8,1
ID1139,training,63.1,145.6,0
ID1140,training,68.1,174.2,1
ID1141,training,67,171.5,1
ID1142,training,64.4,151.5,0
ID1143,training,62.5,144.8,1
ID1144,training,65.9,152.9,1
ID1145,training,65.3,140.3,0
ID1146,training,69,188.8,1
ID1147,training,66.9,162.4,0
ID1148,training,66.7,180.5,1
ID1149,training,68.5,175.6,1
ID1150,training,66.4,182.7,1
ID1151,training,68.9,157.5,0
ID1152,training,62.5,159.6,1
ID1153,training,65.8,163.2,1
ID1154,training,69.6,186.9,1
ID1155,training,61.4,139.3,0
ID1156,training,66.2,172.6,1
ID1157,training,65.5,149.3,0
ID1158,training,66.2,146.3,0
ID1159,training,64.6,172.3,1
ID1160,training,68.6,166.1,0
ID1161,training,65.9,160.1,1
ID1162,training,69.9,187.7,1
ID1163,training,68.2,171.5,1
ID1164,training,63.2,125.1,0
ID1165,training,67,148.3,0
ID1166,training,65.3,150.3,0
ID1167,training,68.5,189.8,1
ID1168,training,69.2,168.5,1
ID1169,training,66.3,152.2,0
ID1170,training,63.1,133.4,0
ID1171,training,67.6,163.1,0
ID1172,training,61.9,131.7,0
ID1173,training,69.8,186.3,1
ID1174,training,69.8,188,1
ID1175,training,64.9,144.6,0
ID1176,training,67.5,184.2,1
ID1177,training,70.9,189.6,1
ID1178,training,65.7,170,1
ID1179,training,65.6,163,1
ID1180,training,67.2,175.6,1
ID1181,training,62.4,130.4,0
ID1182,training,65.9,157.3,1
ID1183,training,68.5,172.5,1
ID1184,training,69.9,179.7,1
ID1185,training,69.7,177.6,1
ID1186,training,61,134.8,1
ID1187,training,66.2,182.9,1
ID1188,training,63.3,143.8,0
ID1189,training,66.3,154.9,0
ID1190,training,70,179.7,1
ID1191,training,65.5,175.4,1
ID1192,training,66,167,1
ID1193,training,64.5,139.8,0
ID1194,training,68.3,187.6,1
ID1195,training,64.9,150.2,0
ID1196,training,64.6,133.3,0
ID1197,training,68,187.7,1
ID1198,training,62.8,143.9,0
ID1199,training,66.4,153.1,0
ID1200,training,67,163.6,0
ID1201,training,65.9,145.1,0
ID1202,training,65.2,158.7,1
ID1203,training,67.9,162.2,0
ID1204,training,64.3,139,0
ID1205,training,62.8,135.8,0
ID1206,training,63.6,148.5,0
ID1207,training,65,164,1
ID1208,training,66.3,154.4,1
ID1209,training,66,133.9,0
ID1210,training,64.5,134.6,0
ID1211,training,65.8,165.9,1
ID1212,training,70.1,176.7,1
ID1213,training,72,181.3,1
ID1214,training,61.9,128.6,0
ID1215,training,65.2,152.2,1
ID1216,training,69.6,176.3,1
ID1217,training,67.5,169.9,1
ID1218,training,61.5,125.4,0
ID1219,training,66.6,171.4,1
ID1220,training,64.2,147.2,0
ID1221,training,68.8,188.7,0
ID1222,training,63.9,135,0
ID1223,training,69.7,176.3,1
ID1224,training,64.3,157.8,1
ID1225,training,64.6,147.2,0
ID1226,training,68.5,173.3,1
ID1227,training,69.5,187.8,1
ID1228,training,66.2,154.6,1
ID1229,training,64.2,137.4,0
ID1230,training,67.4,170.8,0
ID1231,training,64.8,151.9,0
ID1232,training,59.8,133.5,0
ID1233,training,68.7,180,1
ID1234,training,64.2,137.5,0
ID1235,training,63.9,138.2,0
ID1236,training,68.4,184.2,0
ID1237,training,66.4,168,1
ID1238,training,66.8,172.9,0
ID1239,training,68.4,166.1,1
ID1240,training,64.8,149.7,0
ID1241,training,66.6,167.8,1
ID1242,training,67.3,164,1
ID1243,training,61.3,127.7,0
ID1244,training,66.3,157.6,0
ID1245,training,69.2,189.6,1
ID1246,training,67.2,168.8,0
ID1247,training,65.1,139.8,0
ID1248,training,62.9,144.1,0
ID1249,training,63.9,154.3,1
ID1250,training,68.5,183.4,1
ID1251,training,62.9,132.6,0
ID1252,training,65.5,138.1,0
ID1253,training,63.9,142.8,0
ID1254,training,64.9,158.2,0
ID1255,training,65.8,134.3,0
ID1256,training,68.7,178,1
ID1257,training,63.4,141.9,1
ID1258,training,60.8,126.9,0
ID1259,training,67.9,165.8,1
ID1260,training,68,142.3,0
ID1261,training,62.3,133,0
ID1262,training,65.4,144,0
ID1263,training,67.9,184.2,1
ID1264,training,66.1,170,1
ID1265,training,63.2,153.6,1
ID1266,training,69.3,189.5,1
ID1267,training,63.5,132.4,0
ID1268,training,62.4,131.5,0
ID1269,training,68.4,184.6,1
ID1270,training,63,129.2,0
ID1271,training,65.5,134.7,0
ID1272,training,63.3,151.9,0
ID1273,training,64.7,166.1,1
ID1274,training,62.3,125.6,0
ID1275,training,68.6,189,1
ID1276,training,71.4,189.2,1
ID1277,training,70.4,179.4,1
ID1278,training,64,148.2,0
ID1279,training,65.5,150.1,0
ID1280,training,68.4,187.9,1
ID1281,training,66.3,163.6,1
ID1282,training,66.3,148.4,0
ID1283,training,63.5,136.8,0
ID1284,training,70.4,176.1,1
ID1285,training,65.9,162.5,0
ID1286,training,62.4,139.8,0
ID1287,training,65.9,155.9,0
ID1288,training,66.3,168.4,1
ID1289,training,66.6,148.7,0
ID1290,training,66.9,174.1,1
ID1291,training,66.7,174.7,1
ID1292,training,66.3,140.9,0
ID1293,training,62.9,128.4,0
ID1294,training,67,150.2,0
ID1295,training,68,186.1,1
ID1296,training,62.2,133.9,0
ID1297,training,67,183.8,1
ID1298,training,68.8,163.4,0
ID1299,training,65,146.6,0
ID1300,training,61.5,137.1,0
ID1301,training,69.7,177.2,1
ID1302,training,62.6,142.9,0
ID1303,training,68.9,187.8,1
ID1304,training,65.1,183.9,1
ID1305,training,62.9,145.3,0
ID1306,training,64.2,145,0
ID1307,training,61.1,141.5,0
ID1308,training,66.6,159.6,0
ID1309,training,67.9,168.9,0
ID1310,training,62.2,144.2,0
ID1311,training,70.2,185.3,1
ID1312,training,69.9,186.4,1
ID1313,training,64.6,126.3,0
ID1314,training,65.1,165.7,1
ID1315,training,64.3,129.5,0
ID1316,training,60.6,127.4,0
ID1317,training,66,143,0
ID1318,training,64.1,142.9,0
ID1319,training,68.3,183.1,1
ID1320,training,62.1,175.1,1
ID1321,training,66.1,154.6,0
ID1322,training,66.2,174.2,1
ID1323,training,67.6,174.3,0
ID1324,training,63.5,130.6,0
ID1325,training,62.5,126.1,0
ID1326,training,67.8,189.9,1
ID1327,training,67.3,161,0
ID1328,training,70.5,182.8,1
ID1329,training,68.7,151.3,0
ID1330,training,63.4,131,0
ID1331,training,69.2,155.3,1
ID1332,training,65.1,143,0
ID1333,training,68.3,171.3,1
ID1334,training,63.3,138,0
ID1335,training,65.2,135.4,0
ID1336,training,67.1,145.1,0
ID1337,training,64,128,0
ID1338,training,63.2,131.2,0
ID1339,training,60.2,153.8,1
ID1340,training,63.5,131.4,0
ID1341,training,66.5,152.4,0
ID1342,training,64.3,162.8,0
ID1343,training,63.1,141.2,0
ID1344,training,68.2,174.9,1
ID1345,training,63.9,139.5,0
ID1346,training,67.4,175.2,1
ID1347,training,70.1,173.8,1
ID1348,training,65.5,139,0
ID1349,training,61.8,129.8,0
ID1350,training,68.9,186.7,1
ID1351,training,68,168.2,0
ID1352,training,68.4,185.1,1
ID1353,training,68.7,182.2,1
ID1354,training,69.3,185.2,0
ID1355,training,62.8,139.8,0
ID1356,training,63.6,144,0
ID1357,training,65.8,156.4,0
ID1358,training,66.1,155.8,0
ID1359,training,65.7,159.9,0
ID1360,training,70.2,189.7,1
ID1361,training,67.1,156.5,0
ID1362,training,66.4,151,0
ID1363,training,71.1,178.5,1
ID1364,training,65,134.3,0
ID1365,training,69.2,186.3,1
ID1366,training,70.6,183.6,1
ID1367,training,66.4,161.2,0
ID1368,training,62.6,129.4,0
ID1369,training,61,150.9,1
ID1370,training,70.3,185.6,1
ID1371,training,64.4,131.5,0
ID1372,training,68.7,171.1,1
ID1373,training,66.8,186.3,1
ID1374,training,64.9,149.8,1
ID1375,training,69.1,179.6,1
ID1376,training,66.6,133,0
ID1377,training,62.4,138.7,0
ID1378,training,68.8,187.1,1
ID1379,training,70.4,180.3,1
ID1380,training,62.9,131.6,0
ID1381,training,66.7,152.7,0
ID1382,training,66.4,172.7,1
ID1383,training,66,187.7,1
ID1384,training,67.7,155.5,0
ID1385,training,62.2,132.6,0
ID1386,training,66.3,141.9,0
ID1387,training,68.6,187.5,1
ID1388,training,64.7,135.7,0
ID1389,training,64.7,149.5,0
ID1390,training,65.7,142.1,0
ID1391,training,63.9,138.6,0
ID1392,training,67.2,149,0
ID1393,training,67,155.3,0
ID1394,training,62,149.2,1
ID1395,training,63,142.5,0
ID1396,training,66.9,158.9,0
ID1397,training,66.7,177.3,1
ID1398,training,63.8,134.2,0
ID1399,training,66.7,156,0
ID1400,training,69.2,166.1,0
ID1401,training,67.1,155.8,0
ID1402,training,63,132.2,0
ID1403,training,67,188.6,1
ID1404,training,70.1,182.4,1
ID1405,training,60.6,136.7,0
ID1406,training,66.8,142.8,0
ID1407,training,68.2,178.2,1
ID1408,training,67.3,160.4,0
ID1409,training,62.9,136.6,0
ID1410,training,63.6,142.7,0
ID1411,training,63.7,135.6,0
ID1412,training,64.7,138.1,0
ID1413,training,70,185.8,1
ID1414,training,69.6,182.2,1
ID1415,training,62.8,148.6,1
ID1416,training,69.5,187.4,1
ID1417,training,64,134.3,0
ID1418,training,69.6,181.6,1
ID1419,training,68.5,181.5,1
ID1420,training,63.3,126.6,0
ID1421,training,64.4,135.6,0
ID1422,training,64.2,169.8,1
ID1423,training,61.6,130,0
ID1424,training,63.4,160.1,1
ID1425,training,65.1,167.4,1
ID1426,training,64,146.3,0
ID1427,training,68.6,172.2,1
ID1428,training,63.7,141.9,0
ID1429,training,64.4,139.6,0
ID1430,training,67.5,170.3,0
ID1431,training,67.6,177.8,1
ID1432,training,68.8,186.9,1
ID1433,training,62.4,137.5,0
ID1434,training,72.5,184.4,1
ID1435,training,68.3,178.9,1
ID1436,training,68.3,186.3,1
ID1437,training,66.4,165.1,1
ID1438,training,68.5,178.5,1
ID1439,training,68.3,158.5,0
ID1440,training,62.4,144.5,1
ID1441,training,63.1,128,0
ID1442,training,65.2,145.4,0
ID1443,training,67.3,149.1,0
ID1444,training,66.8,167.7,1
ID1445,training,68.8,184.7,1
ID1446,training,69.2,185.7,1
ID1447,training,64,141.2,0
ID1448,training,65.2,143.6,0
ID1449,training,69.3,186.7,1
ID1450,training,65.2,137.7,0
ID1451,training,64.6,165.1,1
ID1452,training,66.6,175.1,1
ID1453,training,65.8,167.7,0
ID1454,training,68,182.7,1
ID1455,training,60.8,133.9,0
ID1456,training,72,188.6,1
ID1457,training,68.3,183.6,1
ID1458,training,64.8,159.9,0
ID1459,training,64.2,131.7,0
ID1460,training,65.2,154.3,0
ID1461,training,66,151,0
ID1462,training,62.6,126.2,0
ID1463,training,63.7,162.2,1
ID1464,training,64.1,156.8,1
ID1465,training,64.9,130.6,0
ID1466,training,68.5,181.3,1
ID1467,training,65.7,159.5,0
ID1468,training,68.5,182.3,1
ID1469,training,64,136.7,0
ID1470,training,65.1,136.9,0
ID1471,training,65.6,155.3,0
ID1472,training,66.1,154.6,0
ID1473,training,61.6,142,0
ID1474,training,61.8,133.7,0
ID1475,training,64.6,134.5,0
ID1476,training,69.8,162.7,0
ID1477,training,63.1,134.3,0
ID1478,training,69.2,147,0
ID1479,training,65.4,189.9,1
ID1480,training,69.5,187.5,1
ID1481,training,65.7,144.5,0
ID1482,training,67.7,147.5,0
ID1483,training,63.8,149.8,0
ID1484,training,66.3,159,0
ID1485,training,60.7,128.6,0
ID1486,training,67.4,156.7,0
ID1487,training,65.4,133.1,0
ID1488,training,70.4,185.8,0
ID1489,training,64.4,158.1,1
ID1490,training,71.3,189.3,1
ID1491,training,64.4,137.6,0
ID1492,training,63.3,133.3,0
ID1493,training,68.5,184.7,1
ID1494,training,64.1,135.8,0
ID1495,training,67.8,176.2,1
ID1496,training,60.9,134.7,0
ID1497,training,65.1,157.6,1
ID1498,training,66.5,182.5,1
ID1499,training,65.3,164,1
ID1500,training,69.1,176.4,1
ID1501,training,67.2,158.5,0
ID1502,training,68,181.6,1
ID1503,training,68,180.2,1
ID1504,training,67.1,177.7,1
ID1505,training,66.5,185.7,1
ID1506,training,66.3,163.5,1
ID1507,training,67,158.8,0
ID1508,training,64.8,164.6,1
ID1509,training,69.7,184.1,1
ID1510,training,65.4,147,0
ID1511,training,67.1,153.2,1
ID1512,training,66.1,182.9,1
ID1513,training,63.5,130.4,0
ID1514,training,66.5,143.7,0
ID1515,training,69.5,184.5,1
ID1516,training,65.1,157,1
ID1517,training,67.2,154,0
ID1518,training,64.6,149.7,0
ID1519,training,70.5,181,0
ID1520,training,63.8,132.5,0
